Year,Date,Site,Siteaz,Temp,,,,,,,
2010,7/10/2010,NW1,J,9.875,,,,,,,
2010,7/11/2010,NW1,J,9.75,,,,,,,
2010,7/12/2010,NW1,J,10.54166667,,,,,,,
2010,7/13/2010,NW1,J,9.479166667,,,,,,,
2010,7/14/2010,NW1,J,9.5625,,,,,,,
2010,7/15/2010,NW1,J,10.5625,,,,,,,
2010,7/16/2010,NW1,J,10.16666667,,,,,,,
2010,7/17/2010,NW1,J,9.729166667,,,,,,,
2010,7/18/2010,NW1,J,9.3125,,,,,,,
2010,7/19/2010,NW1,J,9.354166667,,,,,,,
2010,7/20/2010,NW1,J,10.22916667,,,,,,,
2010,7/21/2010,NW1,J,10.60416667,,,,,,,
2010,7/22/2010,NW1,J,9.666666667,,,,,,,
2010,7/23/2010,NW1,J,9.75,,,,,,,
2010,7/24/2010,NW1,J,9.291666667,,,,,,,
2010,7/25/2010,NW1,J,9.354166667,,,,,,,
2010,7/26/2010,NW1,J,9.375,,,,,,,
2010,7/27/2010,NW1,J,9.958333333,,,,,,,
2010,7/28/2010,NW1,J,10.16666667,,,,,,,
2010,7/29/2010,NW1,J,9.4375,,,,,,,
2010,7/30/2010,NW1,J,9.291666667,,,,,,,
2010,7/31/2010,NW1,J,10.9375,,,,,,,
2010,8/1/2010,NW1,J,10.22916667,,,,,,,
2010,8/2/2010,NW1,J,10.08333333,,,,,,,
2010,8/3/2010,NW1,J,10.28125,,,,,,,
2010,7/10/2010,STMB,I,16.58333333,,,,,,,
2010,7/11/2010,STMB,I,15.14583333,,,,,,,
2010,7/12/2010,STMB,I,14.33333333,,,,,,,
2010,7/13/2010,STMB,I,13.875,,,,,,,
2010,7/14/2010,STMB,I,14.20833333,,,,,,,
2010,7/15/2010,STMB,I,15.52083333,,,,,,,
2010,7/16/2010,STMB,I,16.16666667,,,,,,,
2010,7/17/2010,STMB,I,16.08333333,,,,,,,
2010,7/18/2010,STMB,I,14.75,,,,,,,
2010,7/19/2010,STMB,I,13.64583333,,,,,,,
2010,7/20/2010,STMB,I,13.8125,,,,,,,
2010,7/21/2010,STMB,I,14.14583333,,,,,,,
2010,7/22/2010,STMB,I,13.89583333,,,,,,,
2010,7/23/2010,STMB,I,14.25,,,,,,,
2010,7/24/2010,STMB,I,13.85416667,,,,,,,
2010,7/25/2010,STMB,I,13.75,,,,,,,
2010,7/26/2010,STMB,I,14.77083333,,,,,,,
2010,7/27/2010,STMB,I,15.77083333,,,,,,,
2010,7/28/2010,STMB,I,16.14583333,,,,,,,
2010,7/29/2010,STMB,I,14.875,,,,,,,
2010,7/30/2010,STMB,I,14.375,,,,,,,
2010,7/31/2010,STMB,I,14.375,,,,,,,
2010,8/1/2010,STMB,I,14.22916667,,,,,,,
2010,8/2/2010,STMB,I,14.97916667,,,,,,,
2010,8/3/2010,STMB,I,14.6,,,,,,,
2010,7/10/2010,NW2,K,9.708333333,,,,,,,
2010,7/11/2010,NW2,K,9.625,,,,,,,
2010,7/12/2010,NW2,K,9.5625,,,,,,,
2010,7/13/2010,NW2,K,8.958333333,,,,,,,
2010,7/14/2010,NW2,K,9.354166667,,,,,,,
2010,7/15/2010,NW2,K,9.895833333,,,,,,,
2010,7/16/2010,NW2,K,9.791666667,,,,,,,
2010,7/17/2010,NW2,K,9.479166667,,,,,,,
2010,7/18/2010,NW2,K,9.166666667,,,,,,,
2010,7/19/2010,NW2,K,9.083333333,,,,,,,
2010,7/20/2010,NW2,K,9.270833333,,,,,,,
2010,7/21/2010,NW2,K,9.4375,,,,,,,
2010,7/22/2010,NW2,K,9.145833333,,,,,,,
2010,7/23/2010,NW2,K,9.395833333,,,,,,,
2010,7/24/2010,NW2,K,9.0625,,,,,,,
2010,7/25/2010,NW2,K,9.083333333,,,,,,,
2010,7/26/2010,NW2,K,9.1875,,,,,,,
2010,7/27/2010,NW2,K,9.770833333,,,,,,,
2010,7/28/2010,NW2,K,9.9375,,,,,,,
2010,7/29/2010,NW2,K,9.1875,,,,,,,
2010,7/30/2010,NW2,K,9.1875,,,,,,,
2010,7/31/2010,NW2,K,9.833333333,,,,,,,
2010,8/1/2010,NW2,K,9.5,,,,,,,
2010,8/2/2010,NW2,K,9.604166667,,,,,,,
2010,8/3/2010,NW2,K,9.75,,,,,,,
2010,7/10/2010,YDP2,T,19.47916667,,,,,,,
2010,7/11/2010,YDP2,T,19.8125,,,,,,,
2010,7/12/2010,YDP2,T,19.08333333,,,,,,,
2010,7/13/2010,YDP2,T,18.41666667,,,,,,,
2010,7/14/2010,YDP2,T,18.3125,,,,,,,
2010,7/15/2010,YDP2,T,18.77083333,,,,,,,
2010,7/16/2010,YDP2,T,19.29166667,,,,,,,
2010,7/17/2010,YDP2,T,19.54166667,,,,,,,
2010,7/18/2010,YDP2,T,18.875,,,,,,,
2010,7/19/2010,YDP2,T,19.54166667,,,,,,,
2010,7/20/2010,YDP2,T,18.91666667,,,,,,,
2010,7/21/2010,YDP2,T,19.77083333,,,,,,,
2010,7/22/2010,YDP2,T,21.0625,,,,,,,
2010,7/23/2010,YDP2,T,24.1875,,,,,,,
2010,7/24/2010,YDP2,T,22.5,,,,,,,
2010,7/25/2010,YDP2,T,18.91666667,,,,,,,
2010,7/26/2010,YDP2,T,23.72916667,,,,,,,
2010,7/27/2010,YDP2,T,23.875,,,,,,,
2010,7/28/2010,YDP2,T,23.89583333,,,,,,,
2010,7/29/2010,YDP2,T,24.27083333,,,,,,,
2010,7/30/2010,YDP2,T,23.75,,,,,,,
2010,7/31/2010,YDP2,T,23.79166667,,,,,,,
2010,8/1/2010,YDP2,T,23.70833333,,,,,,,
2010,8/2/2010,YDP2,T,24.10416667,,,,,,,
2010,8/3/2010,YDP2,T,25.11538462,,,,,,,
2010,7/10/2010,AAA,M,15.03846154,,,,,,,
2010,7/11/2010,AAA,M,14.29166667,,,,,,,
2010,7/12/2010,AAA,M,14.25,,,,,,,
2010,7/13/2010,AAA,M,12.83333333,,,,,,,
2010,7/14/2010,AAA,M,13.39583333,,,,,,,
2010,7/15/2010,AAA,M,14.6875,,,,,,,
2010,7/16/2010,AAA,M,14.60416667,,,,,,,
2010,7/17/2010,AAA,M,13.91666667,,,,,,,
2010,7/18/2010,AAA,M,12.89583333,,,,,,,
2010,7/19/2010,AAA,M,12.5625,,,,,,,
2010,7/20/2010,AAA,M,12.89583333,,,,,,,
2010,7/21/2010,AAA,M,13.1875,,,,,,,
2010,7/22/2010,AAA,M,12.4375,,,,,,,
2010,7/23/2010,AAA,M,13.1875,,,,,,,
2010,7/24/2010,AAA,M,12.39583333,,,,,,,
2010,7/25/2010,AAA,M,12.5,,,,,,,
2010,7/26/2010,AAA,M,12.875,,,,,,,
2010,7/27/2010,AAA,M,14.47916667,,,,,,,
2010,7/28/2010,AAA,M,14.27083333,,,,,,,
2010,7/29/2010,AAA,M,12.6875,,,,,,,
2010,7/30/2010,AAA,M,12.45833333,,,,,,,
2010,7/31/2010,AAA,M,12.83333333,,,,,,,
2010,8/1/2010,AAA,M,13.1875,,,,,,,
2010,8/2/2010,AAA,M,13.60416667,,,,,,,
2010,8/3/2010,AAA,M,13.39285714,,,,,,,
2010,7/10/2010,YDP1,Q,19.27083333,,,,,,,
2010,7/11/2010,YDP1,Q,19.75,,,,,,,
2010,7/12/2010,YDP1,Q,19.20833333,,,,,,,
2010,7/13/2010,YDP1,Q,18.16666667,,,,,,,
2010,7/14/2010,YDP1,Q,18.22916667,,,,,,,
2010,7/15/2010,YDP1,Q,19.04166667,,,,,,,
2010,7/16/2010,YDP1,Q,19.95833333,,,,,,,
2010,7/17/2010,YDP1,Q,20.41666667,,,,,,,
2010,7/18/2010,YDP1,Q,19.47916667,,,,,,,
2010,7/19/2010,YDP1,Q,18.20833333,,,,,,,
2010,7/20/2010,YDP1,Q,18.14583333,,,,,,,
2010,7/21/2010,YDP1,Q,18.04166667,,,,,,,
2010,7/22/2010,YDP1,Q,17.66666667,,,,,,,
2010,7/23/2010,YDP1,Q,18.25,,,,,,,
2010,7/24/2010,YDP1,Q,18,,,,,,,
2010,7/25/2010,YDP1,Q,17.66666667,,,,,,,
2010,7/26/2010,YDP1,Q,18.54166667,,,,,,,
2010,7/27/2010,YDP1,Q,19.85416667,,,,,,,
2010,7/28/2010,YDP1,Q,20.41666667,,,,,,,
2010,7/29/2010,YDP1,Q,19.22916667,,,,,,,
2010,7/30/2010,YDP1,Q,18.91666667,,,,,,,
2010,7/31/2010,YDP1,Q,19.22916667,,,,,,,
2010,8/1/2010,YDP1,Q,18.875,,,,,,,
2010,8/2/2010,YDP1,Q,19.75,,,,,,,
2010,8/3/2010,YDP1,Q,19.61538462,,,,,,,
2010,7/9/2010,YD550,L,20.4,,,,,,,
2010,7/10/2010,YD550,L,18.27083333,,,,,,,
2010,7/11/2010,YD550,L,17.89583333,,,,,,,
2010,7/12/2010,YD550,L,17.58333333,,,,,,,
2010,7/13/2010,YD550,L,16.95833333,,,,,,,
2010,7/14/2010,YD550,L,16.85416667,,,,,,,
2010,7/15/2010,YD550,L,18.6875,,,,,,,
2010,7/16/2010,YD550,L,19.14583333,,,,,,,
2010,7/17/2010,YD550,L,19.16666667,,,,,,,
2010,7/18/2010,YD550,L,17.45833333,,,,,,,
2010,7/19/2010,YD550,L,16.75,,,,,,,
2010,7/20/2010,YD550,L,16.66666667,,,,,,,
2010,7/21/2010,YD550,L,17.375,,,,,,,
2010,7/22/2010,YD550,L,16.8125,,,,,,,
2010,7/23/2010,YD550,L,17.54166667,,,,,,,
2010,7/24/2010,YD550,L,17,,,,,,,
2010,7/25/2010,YD550,L,16.79166667,,,,,,,
2010,7/26/2010,YD550,L,17.85416667,,,,,,,
2010,7/27/2010,YD550,L,18.91666667,,,,,,,
2010,7/28/2010,YD550,L,19.5,,,,,,,
2010,7/29/2010,YD550,L,17.97916667,,,,,,,
2010,7/30/2010,YD550,L,17.04166667,,,,,,,
2010,7/31/2010,YD550,L,16.91666667,,,,,,,
2010,8/1/2010,YD550,L,17.04166667,,,,,,,
2010,8/2/2010,YD550,L,18.1,,,,,,,
2010,7/9/2021,550A,H,16.6,,,,,,,
2010,7/10/2021,550A,H,16.0625,,,,,,,
2010,7/11/2021,550A,H,15.83333333,,,,,,,
2010,7/12/2021,550A,H,14.85416667,,,,,,,
2010,7/13/2021,550A,H,14.54166667,,,,,,,
2010,7/14/2021,550A,H,14.9375,,,,,,,
2010,7/15/2021,550A,H,16.35416667,,,,,,,
2010,7/16/2021,550A,H,17.14583333,,,,,,,
2010,7/17/2021,550A,H,16.85416667,,,,,,,
2010,7/18/2021,550A,H,15.70833333,,,,,,,
2010,7/19/2021,550A,H,15.125,,,,,,,
2010,7/20/2021,550A,H,14.8125,,,,,,,
2010,7/21/2021,550A,H,14.83333333,,,,,,,
2010,7/22/2021,550A,H,15.16666667,,,,,,,
2010,7/23/2021,550A,H,15.16666667,,,,,,,
2010,7/24/2021,550A,H,15.10416667,,,,,,,
2010,7/25/2021,550A,H,14.75,,,,,,,
2010,7/26/2021,550A,H,15.64583333,,,,,,,
2010,7/27/2021,550A,H,16.8125,,,,,,,
2010,7/28/2021,550A,H,17.14583333,,,,,,,
2010,7/29/2021,550A,H,16.14583333,,,,,,,
2010,7/30/2021,550A,H,15.47916667,,,,,,,
2010,7/31/2021,550A,H,14.9375,,,,,,,
2010,8/1/2021,550A,H,15.20833333,,,,,,,
2010,8/2/2021,550A,H,15.975,,,,,,,
2010,7/9/2021,550B,P,18,,,,,,,
2010,7/10/2021,550B,P,20.41666667,,,,,,,
2010,7/11/2021,550B,P,18.02083333,,,,,,,
2010,7/12/2021,550B,P,17.64583333,,,,,,,
2010,7/13/2021,550B,P,16.22916667,,,,,,,
2010,7/14/2021,550B,P,16.70833333,,,,,,,
2010,7/15/2021,550B,P,18.39583333,,,,,,,
2010,7/16/2021,550B,P,18.58333333,,,,,,,
2010,7/17/2021,550B,P,18.39583333,,,,,,,
2010,7/18/2021,550B,P,17.16666667,,,,,,,
2010,7/19/2021,550B,P,16.89583333,,,,,,,
2010,7/20/2021,550B,P,17.10416667,,,,,,,
2010,7/21/2021,550B,P,17.375,,,,,,,
2010,7/22/2021,550B,P,16.66666667,,,,,,,
2010,7/23/2021,550B,P,17.60416667,,,,,,,
2010,7/24/2021,550B,P,17.0625,,,,,,,
2010,7/25/2021,550B,P,16.72916667,,,,,,,
2010,7/26/2021,550B,P,17.16666667,,,,,,,
2010,7/27/2021,550B,P,18.70833333,,,,,,,
2010,7/28/2021,550B,P,19.0625,,,,,,,
2010,7/29/2021,550B,P,17.35416667,,,,,,,
2010,7/30/2021,550B,P,16.89583333,,,,,,,
2010,7/31/2021,550B,P,17.52083333,,,,,,,
2010,8/1/2021,550B,P,17.39583333,,,,,,,
2010,8/2/2021,550B,P,18.4,,,,,,,
2010,7/9/2010,550C,S,16.42857143,,,,,,,
2010,7/10/2010,550C,S,15.64583333,,,,,,,
2010,7/11/2010,550C,S,15.64583333,,,,,,,
2010,7/12/2010,550C,S,15.125,,,,,,,
2010,7/13/2010,550C,S,14.0625,,,,,,,
2010,7/14/2010,550C,S,14.8125,,,,,,,
2010,7/15/2010,550C,S,16.22916667,,,,,,,
2010,7/16/2010,550C,S,16.29166667,,,,,,,
2010,7/17/2010,550C,S,16.02083333,,,,,,,
2010,7/18/2010,550C,S,14.79166667,,,,,,,
2010,7/19/2010,550C,S,14.33333333,,,,,,,
2010,7/20/2010,550C,S,14.5,,,,,,,
2010,7/21/2010,550C,S,15.39583333,,,,,,,
2010,7/22/2010,550C,S,14.83333333,,,,,,,
2010,7/23/2010,550C,S,15.5,,,,,,,
2010,7/24/2010,550C,S,14.89583333,,,,,,,
2010,7/25/2010,550C,S,14.95833333,,,,,,,
2010,7/26/2010,550C,S,15.3125,,,,,,,
2010,7/27/2010,550C,S,16.875,,,,,,,
2010,7/28/2010,550C,S,16.83333333,,,,,,,
2010,7/29/2010,550C,S,15.6875,,,,,,,
2010,7/30/2010,550C,S,15.22916667,,,,,,,
2010,7/31/2010,550C,S,14.9375,,,,,,,
2010,8/1/2010,550C,S,15.25,,,,,,,
2010,8/2/2010,550C,S,15.71875,,,,,,,
2010,7/9/2010,WLA,Z,20.14285714,,,,,,,
2010,7/10/2010,WLA,Z,18.64583333,,,,,,,
2010,7/11/2010,WLA,Z,18.75,,,,,,,
2010,7/12/2010,WLA,Z,18.54166667,,,,,,,
2010,7/13/2010,WLA,Z,17.58333333,,,,,,,
2010,7/14/2010,WLA,Z,17.10416667,,,,,,,
2010,7/15/2010,WLA,Z,18.125,,,,,,,
2010,7/16/2010,WLA,Z,19.25,,,,,,,
2010,7/17/2010,WLA,Z,19.64583333,,,,,,,
2010,7/18/2010,WLA,Z,18.83333333,,,,,,,
2010,7/19/2010,WLA,Z,17.83333333,,,,,,,
2010,7/20/2010,WLA,Z,17.16666667,,,,,,,
2010,7/21/2010,WLA,Z,17.27083333,,,,,,,
2010,7/22/2010,WLA,Z,16.9375,,,,,,,
2010,7/23/2010,WLA,Z,17.52083333,,,,,,,
2010,7/24/2010,WLA,Z,17.16666667,,,,,,,
2010,7/25/2010,WLA,Z,17.10416667,,,,,,,
2010,7/26/2010,WLA,Z,17.54166667,,,,,,,
2010,7/27/2010,WLA,Z,18.58333333,,,,,,,
2010,7/28/2010,WLA,Z,19.33333333,,,,,,,
2010,7/29/2010,WLA,Z,18.14583333,,,,,,,
2010,7/30/2010,WLA,Z,17.9375,,,,,,,
2010,7/31/2010,WLA,Z,18,,,,,,,
2010,8/1/2010,WLA,Z,18.14583333,,,,,,,
2010,8/2/2010,WLA,Z,18.66666667,,,,,,,
2010,8/3/2010,WLA,Z,19.64583333,,,,,,,
2010,8/4/2010,WLA,Z,19.75,,,,,,,
2010,8/5/2010,WLA,Z,18.77083333,,,,,,,
2010,8/6/2010,WLA,Z,16.42307692,,,,,,,
2010,7/10/2010,STMF,G,18.33333333,,,,,,,
2010,7/11/2010,STMF,G,17.29166667,,,,,,,
2010,7/12/2010,STMF,G,16.64583333,,,,,,,
2010,7/13/2010,STMF,G,15.70833333,,,,,,,
2010,7/14/2010,STMF,G,15.85416667,,,,,,,
2010,7/15/2010,STMF,G,17.47916667,,,,,,,
2010,7/16/2010,STMF,G,18.1875,,,,,,,
2010,7/17/2010,STMF,G,18.4375,,,,,,,
2010,7/18/2010,STMF,G,17.04166667,,,,,,,
2010,7/19/2010,STMF,G,16.04166667,,,,,,,
2010,7/20/2010,STMF,G,15.79166667,,,,,,,
2010,7/21/2010,STMF,G,15.91666667,,,,,,,
2010,7/22/2010,STMF,G,15.875,,,,,,,
2010,7/23/2010,STMF,G,16.10416667,,,,,,,
2010,7/24/2010,STMF,G,16.125,,,,,,,
2010,7/25/2010,STMF,G,15.52083333,,,,,,,
2010,7/26/2010,STMF,G,16.3125,,,,,,,
2010,7/27/2010,STMF,G,17.66666667,,,,,,,
2010,7/28/2010,STMF,G,18.39583333,,,,,,,
2010,7/29/2010,STMF,G,16.95833333,,,,,,,
2010,7/30/2010,STMF,G,16.08333333,,,,,,,
2010,7/31/2010,STMF,G,16.27083333,,,,,,,
2010,8/1/2010,STMF,G,16.10416667,,,,,,,
2010,8/2/2010,STMF,G,17.10416667,,,,,,,
2010,8/3/2010,STMF,G,17.875,,,,,,,
2010,8/4/2010,STMF,G,18.27083333,,,,,,,
2010,8/5/2010,STMF,G,17.5,,,,,,,
2010,7/11/2010,HMCA,A,21.45833333,,,,,,,
2010,7/12/2010,HMCA,A,20.41666667,,,,,,,
2010,7/13/2010,HMCA,A,20.02083333,,,,,,,
2010,7/14/2010,HMCA,A,20.64583333,,,,,,,
2010,7/15/2010,HMCA,A,20.58333333,,,,,,,
2010,7/16/2010,HMCA,A,19,,,,,,,
2010,7/17/2010,HMCA,A,17.04166667,,,,,,,
2010,7/18/2010,HMCA,A,17.16666667,,,,,,,
2010,7/19/2010,HMCA,A,18.875,,,,,,,
2010,7/20/2010,HMCA,A,19.5625,,,,,,,
2010,7/21/2010,HMCA,A,20.16666667,,,,,,,
2010,7/22/2010,HMCA,A,19.875,,,,,,,
2010,7/23/2010,HMCA,A,20.60416667,,,,,,,
2010,7/24/2010,HMCA,A,19.14583333,,,,,,,
2010,7/25/2010,HMCA,A,19.3125,,,,,,,
2010,7/26/2010,HMCA,A,19.875,,,,,,,
2010,7/27/2010,HMCA,A,20.75,,,,,,,
2010,7/28/2010,HMCA,A,19.6875,,,,,,,
2010,7/29/2010,HMCA,A,16.66666667,,,,,,,
2010,7/30/2010,HMCA,A,16.1875,,,,,,,
2010,7/31/2010,HMCA,A,20.5,,,,,,,
2010,8/1/2010,HMCA,A,21.39583333,,,,,,,
2010,8/2/2010,HMCA,A,22.04166667,,,,,,,
2010,8/3/2010,HMCA,A,22.8125,,,,,,,
2010,8/4/2010,HMCA,A,21.9375,,,,,,,
2010,8/5/2010,HMCA,A,19.42857143,,,,,,,
2010,7/10/2021,HMCB,B,10.1,,,,,,,
2010,7/11/2021,HMCB,B,10,,,,,,,
2010,7/12/2021,HMCB,B,10.25,,,,,,,
2010,7/13/2021,HMCB,B,10.5625,,,,,,,
2010,7/14/2021,HMCB,B,10.47916667,,,,,,,
2010,7/15/2021,HMCB,B,10.9375,,,,,,,
2010,7/16/2021,HMCB,B,11.35416667,,,,,,,
2010,7/17/2021,HMCB,B,11.77083333,,,,,,,
2010,7/18/2021,HMCB,B,12.0625,,,,,,,
2010,7/19/2021,HMCB,B,12.3125,,,,,,,
2010,7/20/2021,HMCB,B,12.58333333,,,,,,,
2010,7/21/2021,HMCB,B,12.89583333,,,,,,,
2010,7/22/2021,HMCB,B,13.27083333,,,,,,,
2010,7/23/2021,HMCB,B,13.47916667,,,,,,,
2010,7/24/2021,HMCB,B,13.08333333,,,,,,,
2010,7/25/2021,HMCB,B,13.45833333,,,,,,,
2010,7/26/2021,HMCB,B,13.60416667,,,,,,,
2010,7/27/2021,HMCB,B,14,,,,,,,
2010,7/28/2021,HMCB,B,14.02083333,,,,,,,
2010,7/29/2021,HMCB,B,14,,,,,,,
2010,7/30/2021,HMCB,B,14.27083333,,,,,,,
2010,7/31/2021,HMCB,B,14.25,,,,,,,
2010,8/1/2021,HMCB,B,14.25,,,,,,,
2010,8/2/2021,HMCB,B,14.39583333,,,,,,,
2010,8/3/2021,HMCB,B,14.41666667,,,,,,,
2010,8/4/2021,HMCB,B,14.45833333,,,,,,,
2010,8/5/2021,HMCB,B,14.5,,,,,,,
2010,7/11/2010,HMCC,D,20.77083333,,,,,,,
2010,7/12/2010,HMCC,D,17.1875,,,,,,,
2010,7/13/2010,HMCC,D,16.66666667,,,,,,,
2010,7/14/2010,HMCC,D,18.375,,,,,,,
2010,7/15/2010,HMCC,D,21.125,,,,,,,
2010,7/16/2010,HMCC,D,22.10416667,,,,,,,
2010,7/17/2010,HMCC,D,20.33333333,,,,,,,
2010,7/18/2010,HMCC,D,18.1875,,,,,,,
2010,7/19/2010,HMCC,D,18.54166667,,,,,,,
2010,7/20/2010,HMCC,D,18.125,,,,,,,
2010,7/21/2010,HMCC,D,18.64583333,,,,,,,
2010,7/22/2010,HMCC,D,17.91666667,,,,,,,
2010,7/23/2010,HMCC,D,19.54166667,,,,,,,
2010,7/24/2010,HMCC,D,17.375,,,,,,,
2010,7/25/2010,HMCC,D,19.22916667,,,,,,,
2010,7/26/2010,HMCC,D,19.91666667,,,,,,,
2010,7/27/2010,HMCC,D,22.58333333,,,,,,,
2010,7/28/2010,HMCC,D,20.8125,,,,,,,
2010,7/29/2010,HMCC,D,17.875,,,,,,,
2010,7/30/2010,HMCC,D,18.5625,,,,,,,
2010,7/31/2010,HMCC,D,18.39583333,,,,,,,
2010,8/1/2010,HMCC,D,19.79166667,,,,,,,
2010,8/2/2010,HMCC,D,20.16666667,,,,,,,
2010,8/3/2010,HMCC,D,19.5,,,,,,,
2010,7/11/2010,HMCD,C,17.46428571,,,,,,,
2010,7/12/2010,HMCD,C,16.5625,,,,,,,
2010,7/13/2010,HMCD,C,15.04166667,,,,,,,
2010,7/14/2010,HMCD,C,16.27083333,,,,,,,
2010,7/15/2010,HMCD,C,17.85416667,,,,,,,
2010,7/16/2010,HMCD,C,17.97916667,,,,,,,
2010,7/17/2010,HMCD,C,17.45833333,,,,,,,
2010,7/18/2010,HMCD,C,16.5,,,,,,,
2010,7/19/2010,HMCD,C,16.5625,,,,,,,
2010,7/20/2010,HMCD,C,16.6875,,,,,,,
2010,7/21/2010,HMCD,C,16.6875,,,,,,,
2010,7/22/2010,HMCD,C,16.41666667,,,,,,,
2010,7/23/2010,HMCD,C,16.875,,,,,,,
2010,7/24/2010,HMCD,C,16.64583333,,,,,,,
2010,7/25/2010,HMCD,C,16.625,,,,,,,
2010,7/26/2010,HMCD,C,17,,,,,,,
2010,7/27/2010,HMCD,C,18.77083333,,,,,,,
2010,7/28/2010,HMCD,C,18.45833333,,,,,,,
2010,7/29/2010,HMCD,C,17.14583333,,,,,,,
2010,7/30/2010,HMCD,C,16.875,,,,,,,
2010,7/31/2010,HMCD,C,16.89583333,,,,,,,
2010,8/1/2010,HMCD,C,17.10416667,,,,,,,
2010,8/2/2010,HMCD,C,17.91666667,,,,,,,
2010,8/3/2010,HMCD,C,18.625,,,,,,,
2010,8/4/2010,HMCD,C,18.8125,,,,,,,
2010,8/5/2010,HMCD,C,17.69230769,,,,,,,
2010,7/10/2010,510G,Y,15.625,,,,,,,
2010,7/11/2010,510G,Y,14.6875,,,,,,,
2010,7/12/2010,510G,Y,14.29166667,,,,,,,
2010,7/13/2010,510G,Y,12.72916667,,,,,,,
2010,7/14/2010,510G,Y,13.27083333,,,,,,,
2010,7/15/2010,510G,Y,15.22916667,,,,,,,
2010,7/16/2010,510G,Y,14.41666667,,,,,,,
2010,7/17/2010,510G,Y,13.9375,,,,,,,
2010,7/18/2010,510G,Y,13.04166667,,,,,,,
2010,7/19/2010,510G,Y,13.64583333,,,,,,,
2010,7/20/2010,510G,Y,14.58333333,,,,,,,
2010,7/21/2010,510G,Y,14.375,,,,,,,
2010,7/22/2010,510G,Y,13.52083333,,,,,,,
2010,7/23/2010,510G,Y,14.35416667,,,,,,,
2010,7/24/2010,510G,Y,13.45833333,,,,,,,
2010,7/25/2010,510G,Y,13.29166667,,,,,,,
2010,7/26/2010,510G,Y,13.33333333,,,,,,,
2010,7/27/2010,510G,Y,14.22916667,,,,,,,
2010,7/28/2010,510G,Y,15.27083333,,,,,,,
2010,7/29/2010,510G,Y,13.0625,,,,,,,
2010,7/30/2010,510G,Y,12.58333333,,,,,,,
2010,7/31/2010,510G,Y,15.125,,,,,,,
2010,8/1/2010,510G,Y,14.70833333,,,,,,,
2010,8/2/2010,510G,Y,14.89583333,,,,,,,
2010,8/3/2010,510G,Y,15.41666667,,,,,,,
2010,8/4/2010,510G,Y,15.36111111,,,,,,,
2010,7/10/2010,510C,U,15.83333333,,,,,,,
2010,7/11/2010,510C,U,14.5625,,,,,,,
2010,7/12/2010,510C,U,14.16666667,,,,,,,
2010,7/13/2010,510C,U,13,,,,,,,
2010,7/14/2010,510C,U,13.47916667,,,,,,,
2010,7/15/2010,510C,U,15.39583333,,,,,,,
2010,7/16/2010,510C,U,15.22916667,,,,,,,
2010,7/17/2010,510C,U,14.91666667,,,,,,,
2010,7/18/2010,510C,U,13.60416667,,,,,,,
2010,7/19/2010,510C,U,13.10416667,,,,,,,
2010,7/20/2010,510C,U,13.33333333,,,,,,,
2010,7/21/2010,510C,U,13.95833333,,,,,,,
2010,7/22/2010,510C,U,13.29166667,,,,,,,
2010,7/23/2010,510C,U,14.22916667,,,,,,,
2010,7/24/2010,510C,U,13.39583333,,,,,,,
2010,7/25/2010,510C,U,13.47916667,,,,,,,
2010,7/26/2010,510C,U,13.97916667,,,,,,,
2010,7/27/2010,510C,U,15.25,,,,,,,
2010,7/28/2010,510C,U,15.60416667,,,,,,,
2010,7/29/2010,510C,U,13.75,,,,,,,
2010,7/30/2010,510C,U,13.5,,,,,,,
2010,7/31/2010,510C,U,14,,,,,,,
2010,8/1/2010,510C,U,14.1875,,,,,,,
2010,8/2/2010,510C,U,14.5,,,,,,,
2010,8/3/2010,510C,U,15.04166667,,,,,,,
2010,8/4/2010,510C,U,14.46428571,,,,,,,
2010,7/10/2010,510A,N,17,,,,,,,
2010,7/11/2010,510A,N,16.3125,,,,,,,
2010,7/12/2010,510A,N,16.0625,,,,,,,
2010,7/13/2010,510A,N,14.5625,,,,,,,
2010,7/14/2010,510A,N,15.0625,,,,,,,
2010,7/15/2010,510A,N,16.52083333,,,,,,,
2010,7/16/2010,510A,N,16.77083333,,,,,,,
2010,7/17/2010,510A,N,16.625,,,,,,,
2010,7/18/2010,510A,N,15.5,,,,,,,
2010,7/19/2010,510A,N,15.10416667,,,,,,,
2010,7/20/2010,510A,N,15.52083333,,,,,,,
2010,7/21/2010,510A,N,15.39583333,,,,,,,
2010,7/22/2010,510A,N,14.89583333,,,,,,,
2010,7/23/2010,510A,N,15.8125,,,,,,,
2010,7/24/2010,510A,N,15.33333333,,,,,,,
2010,7/25/2010,510A,N,15.16666667,,,,,,,
2010,7/26/2010,510A,N,15.39583333,,,,,,,
2010,7/27/2010,510A,N,16.70833333,,,,,,,
2010,7/28/2010,510A,N,17.22916667,,,,,,,
2010,7/29/2010,510A,N,15.58333333,,,,,,,
2010,7/30/2010,510A,N,15.02083333,,,,,,,
2010,7/31/2010,510A,N,15.25,,,,,,,
2010,8/1/2010,510A,N,15.04166667,,,,,,,
2010,8/2/2010,510A,N,15.66666667,,,,,,,
2010,8/3/2010,510A,N,16.14583333,,,,,,,
2010,8/4/2010,510A,N,16.34615385,,,,,,,
2010,7/10/2010,510B,R,18.05555556,,,,,,,
